Symbol,Name,Sector,Price,Dividend Yield,Price/Earnings,Earnings/Share,Book Value,52 week low,52 week high,Market Cap,EBITDA,Price/Sales,Price/Book,SEC Filings
MMM,3M Company,Industrials,174.18,2.54,21.35,8.16,17.33,149.00,182.27,103.94,8.68,3.47,10.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MMM
ABT,Abbott Laboratories,Health Care,42.75,2.54,45.62,0.94,14.11,36.02,45.79,62.94,5.00,2.99,3.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABT
ABBV,AbbVie,Health Care,60.89,4.19,16.77,3.63,3.98,51.60,68.12,98.95,11.11,3.86,15.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABBV
ACN,Accenture plc,Information Technology,113.64,2.13,16.82,6.76,11.95,91.40,125.72,70.76,5.66,2.11,9.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ACN
ATVI,Activision Blizzard,Information Technology,40.47,0.65,35.13,1.15,11.87,26.49,45.55,30.08,1.89,5.06,3.41,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ATVI
AYI,Acuity Brands Inc,Industrials,206.07,0.25,29.78,6.92,39.50,169.42,280.89,9.03,0.5862,2.65,5.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AYI
ADBE,Adobe Systems Inc,Information Technology,113.16,0.00,48.78,2.32,15.02,71.27,114.57,55.91,1.82,9.57,7.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADBE
AAP,Advance Auto Parts,Consumer Discretionary,162.34,0.15,26.60,6.10,38.78,131.59,177.83,11.95,1.16,1.24,4.14,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAP
AES,AES Corp,Utilities,11.32,4.20,,-0.41,4.37,8.88,13.32,7.46,3.43,0.53,2.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AES
AET,Aetna Inc,Health Care,120.45,0.84,17.37,6.93,52.10,92.42,136.50,42.27,5.97,0.68,2.33,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AET
AMG,Affiliated Managers Group Inc,Financials,154.96,,18.08,8.57,65.81,115.97,179.85,8.52,0.8349,3.92,2.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMG
AFL,AFLAC Inc,Financials,67.83,2.46,10.75,6.31,55.84,55.24,74.50,27.68,4.61,1.23,1.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AFL
A,Agilent Technologies Inc,Health Care,48.90,1.08,34.93,1.40,13.12,34.15,49.81,15.73,0.861,3.77,3.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=A
APD,Air Products & Chemicals Inc,Materials,139.28,2.72,53.63,2.60,32.91,116.66,150.45,30.31,3.13,3.16,4.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APD
AKAM,Akamai Technologies Inc,Information Technology,69.40,,39.41,1.76,18.25,39.43,71.64,12.03,0.71369,5.17,3.77,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AKAM
ALK,Alaska Air Group Inc,Industrials,94.53,1.17,13.26,7.13,23.23,54.51,96.27,11.65,1.79,2.00,4.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALK
ALB,Albemarle Corp,Materials,92.91,1.32,48.64,1.91,29.33,47.49,95.89,10.45,0.9729800000000001,2.98,3.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALB
ALXN,Alexion Pharmaceuticals,Health Care,128.38,,78.28,1.64,37.98,109.12,162.00,28.75,1.11,10.03,3.48,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALXN
ALLE,Allegion,Industrials,65.62,0.73,28.16,2.33,1.58,52.95,73.49,6.30,0.4883,2.86,41.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALLE
AGN,"Allergan, Plc",Health Care,229.52,1.28,6.44,35.66,221.28,184.50,301.32,86.09,6.81,5.15,1.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AGN
ADS,Alliance Data Systems,Information Technology,225.98,0.91,30.79,7.34,28.79,176.63,241.69,13.02,1.57,1.86,8.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADS
LNT,Alliant Energy Corp,Utilities,37.51,3.35,24.82,1.51,16.96,33.08,40.99,8.53,1.03,2.58,2.18,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=LNT
ALL,Allstate Corp,Financials,77.40,1.76,20.96,3.69,52.14,61.70,78.12,28.50,2.91,0.77,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ALL
GOOGL,Alphabet Inc Class A,Information Technology,818.26,,29.04,28.18,201.12,672.66,867.00,565.66,29.86,6.24,4.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOGL
GOOG,Alphabet Inc Class C,Information Technology,798.53,,28.34,28.18,201.12,663.06,841.95,552.02,29.86,6.09,3.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GOOG
MO,Altria Group Inc,Consumer Staples,71.45,3.43,26.86,2.66,1.51,58.84,72.08,139.47,9.45,7.21,47.34,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=MO
AMZN,Amazon.com Inc,Consumer Discretionary,839.95,,192.43,4.36,37.44,474.00,847.21,399.12,10.96,3.09,22.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMZN
AEE,Ameren Corp,Utilities,52.59,3.34,19.67,2.67,29.65,44.84,54.08,12.76,2.29,2.16,1.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEE
AAL,American Airlines Group,Industrials,44.01,0.90,9.15,4.81,7.36,24.85,50.64,22.65,7.50,0.56,5.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAL
AEP,American Electric Power,Utilities,63.78,3.68,51.35,1.24,35.38,57.89,71.32,31.36,5.44,1.89,1.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AEP
AXP,American Express Co,Financials,76.51,1.68,13.54,5.65,23.23,50.27,78.02,69.17,0.00,2.31,3.30,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AXP
AIG,"American International Group, Inc.",Financials,64.12,1.99,208.86,0.31,85.02,48.41,67.47,65.86,5.33,1.24,0.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIG
AMT,American Tower Corp A,Real Estate,104.11,2.24,52.11,2.00,15.76,83.07,118.26,44.32,3.31,7.96,6.55,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMT
AWK,American Water Works Company Inc,Utilities,72.99,2.04,28.08,2.60,29.43,63.16,85.24,12.99,1.52,3.89,2.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AWK
AMP,Ameriprise Financial,Financials,117.90,2.67,15.99,7.37,42.88,76.00,123.29,18.63,2.79,1.52,2.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMP
ABC,AmerisourceBergen Corp,Health Care,88.05,1.67,13.93,6.32,9.68,68.38,92.48,19.38,2.07,0.13,9.16,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ABC
AME,AMETEK Inc,Industrials,51.04,0.70,22.19,2.30,14.57,42.82,52.83,11.81,1.02,3.07,3.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AME
AMGN,Amgen Inc,Health Care,159.58,2.94,15.97,9.99,41.32,133.64,176.85,118.72,11.55,5.26,3.86,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMGN
APH,Amphenol Corp,Information Technology,67.15,0.95,25.73,2.61,11.91,48.18,69.25,20.72,1.46,3.27,5.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APH
APC,Anadarko Petroleum Corp,Energy,69.10,0.29,,-7.45,22.87,33.85,73.33,38.62,2.63,4.83,2.99,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APC
ADI,"Analog Devices, Inc.",Information Technology,75.23,2.24,27.26,2.76,16.76,48.17,76.94,23.18,1.25,6.86,4.54,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADI
ANTM,Anthem Inc.,Health Care,157.66,1.69,18.51,8.52,93.94,114.85,160.79,41.53,5.55,0.51,1.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ANTM
AON,Aon plc,Financials,112.48,1.17,20.74,5.42,20.62,89.01,116.59,29.59,2.49,2.53,5.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AON
APA,Apache Corporation,Energy,59.09,1.67,,-47.56,17.05,33.23,69.00,22.42,2.76,4.46,3.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=APA
AIV,Apartment Investment & Mgmt,Real Estate,44.29,3.00,21.42,2.07,9.93,34.97,47.91,6.95,0.5684199999999999,7.01,4.35,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIV
AAPL,Apple Inc.,Information Technology,128.53,1.77,15.47,8.33,24.03,89.47,130.49,685.36,70.53,3.18,5.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AAPL
AMAT,Applied Materials Inc,Information Technology,34.94,1.17,22.69,1.54,6.70,15.44,35.15,37.62,2.54,3.48,5.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AMAT
ADM,Archer-Daniels-Midland Co,Consumer Staples,43.99,2.71,16.63,2.65,30.34,31.30,47.88,25.31,2.39,0.40,1.44,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADM
ARNC,Arconic Inc,Industrials,25.20,0.00,,-1.03,0.00,15.99,25.86,,0.00,,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ARNC
AJG,Arthur J. Gallagher & Co.,Financials,53.95,2.90,23.25,2.32,20.17,36.25,54.65,9.62,0.86117,1.72,2.65,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AJG
AIZ,Assurant Inc,Financials,97.34,2.18,10.44,9.32,77.66,64.36,98.97,5.55,1.09,0.67,1.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AIZ
T,AT&T Inc,Telecommunications Services,41.18,4.65,19.61,2.10,20.06,35.91,43.89,252.80,50.56,1.58,2.10,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=T
ADSK,Autodesk Inc,Information Technology,82.76,0.00,,-2.00,4.77,41.60,83.96,18.42,-0.1301,8.22,17.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADSK
ADP,Automatic Data Processing,Information Technology,96.32,2.26,28.82,3.34,9.38,78.98,104.09,43.46,2.65,3.62,10.15,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ADP
AN,AutoNation Inc,Consumer Discretionary,51.77,,13.34,3.88,21.94,39.28,54.15,5.23,0.997,0.25,2.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AN
AZO,AutoZone Inc,Consumer Discretionary,725.43,,17.34,41.85,-66.12,681.01,819.54,20.76,2.38,1.91,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AZO
AVB,"AvalonBay Communities, Inc.",Real Estate,175.54,3.12,25.47,6.89,73.09,158.32,192.29,24.11,1.30,11.55,2.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVB
AVY,Avery Dennison Corp,Materials,80.01,2.25,23.19,3.45,11.69,60.37,80.84,7.12,0.7076,1.18,6.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVY
BHI,Baker Hughes Inc,Energy,62.41,1.08,,-6.31,29.83,38.16,68.59,26.65,-0.165,2.71,2.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BHI
BLL,Ball Corp,Materials,73.32,0.68,42.04,1.74,21.25,62.30,82.24,12.82,1.24,1.59,3.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLL
BAC,Bank of America Corp,Financials,22.72,1.33,15.15,1.50,24.04,10.99,23.55,238.93,0.00,3.01,0.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAC
BCR,Bard (C.R.) Inc.,Health Care,237.61,0.44,33.80,7.03,23.42,177.47,240.59,17.47,1.17,4.68,10.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BCR
BAX,Baxter International Inc.,Health Care,48.13,1.09,5.39,8.93,15.95,35.54,50.16,26.18,1.83,2.58,3.02,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BAX
BBT,BB&T Corporation,Financials,45.81,2.60,16.54,2.77,33.14,29.95,47.85,37.08,0.00,3.64,1.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBT
BDX,Becton Dickinson,Health Care,177.97,1.65,39.64,4.49,35.79,129.50,181.76,37.79,3.20,3.04,5.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BDX
BBBY,Bed Bath & Beyond,Consumer Discretionary,40.04,1.24,8.50,4.71,17.82,38.60,52.71,5.88,1.50,0.48,2.23,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBBY
BRK-B,Berkshire Hathaway,Financials,163.00,,17.27,9.44,163740.08,124.04,167.25,0.26797000000000004,43.66,0.00,0.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BRK-B
BBY,Best Buy Co. Inc.,Consumer Discretionary,44.31,2.52,13.23,3.35,13.61,26.10,49.40,13.91,2.48,0.35,3.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BBY
BIIB,BIOGEN IDEC Inc.,Health Care,264.23,,15.61,16.93,55.99,223.02,333.65,57.23,6.34,5.33,5.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BIIB
BLK,BlackRock,Financials,371.64,2.67,19.52,19.04,176.40,286.52,399.46,60.62,4.87,5.45,2.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BLK
HRB,Block H&R,Financials,21.14,4.10,13.58,1.56,-2.64,19.18,35.14,4.38,0.82645,1.44,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=HRB
BA,Boeing Company,Industrials,162.26,3.48,21.32,7.61,1.32,102.10,170.00,100.14,7.45,1.07,123.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BA
BWA,BorgWarner,Consumer Discretionary,40.47,1.30,16.48,2.46,17.42,27.52,41.98,8.62,1.48,0.98,2.36,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BWA
BXP,Boston Properties,Real Estate,130.47,2.29,40.64,3.21,35.94,107.28,144.02,20.06,1.53,7.80,3.60,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BXP
BSX,Boston Scientific,Health Care,25.10,,473.58,0.05,4.76,15.67,25.24,34.18,2.11,4.03,5.03,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BSX
BMY,Bristol-Myers Squibb,Health Care,50.50,3.17,19.06,2.65,9.34,46.01,77.12,84.40,6.78,4.24,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BMY
AVGO,Broadcom,Information Technology,204.05,2.05,,-4.75,47.43,114.25,205.79,81.41,5.01,6.14,4.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=AVGO
BF-B,Brown-Forman Corporation,Consumer Staples,45.14,1.61,17.09,2.64,3.33,43.72,51.71,17.37,1.10,5.72,13.50,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=BF-B
CHRW,C. H. Robinson Worldwide,Industrials,74.94,2.37,20.76,3.61,8.95,65.57,77.89,10.61,0.91853,0.82,8.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHRW
CA,"CA, Inc.",Information Technology,31.43,3.26,16.66,1.89,13.49,26.85,34.99,13.14,1.28,3.21,2.29,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CA
COG,Cabot Oil & Gas,Energy,21.45,0.37,,-0.53,6.16,18.48,26.74,9.98,0.43159,8.71,3.37,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COG
CPB,Campbell Soup,Consumer Staples,63.16,2.25,29.68,2.13,5.18,52.59,67.89,19.39,1.58,2.41,12.07,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CPB
COF,Capital One Financial,Financials,86.34,1.83,12.53,6.89,98.27,58.03,91.64,41.75,0.00,2.22,0.89,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COF
CAH,Cardinal Health Inc.,Health Care,74.44,2.40,18.02,4.13,20.35,62.70,87.85,23.83,3.08,0.19,3.70,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAH
KMX,Carmax Inc,Consumer Discretionary,65.00,,20.60,3.16,16.09,41.46,68.86,12.16,1.21,0.79,4.05,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KMX
CCL,Carnival Corp.,Consumer Discretionary,55.31,2.53,14.87,3.72,31.12,40.52,57.79,40.16,4.76,2.46,1.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCL
CAT,Caterpillar Inc.,Industrials,93.77,3.22,,-0.12,22.43,60.51,99.46,54.93,5.19,1.45,4.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAT
CBG,CBRE Group,Real Estate,30.72,,21.20,1.45,8.74,22.74,33.21,10.31,1.10,0.79,3.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBG
CBS,CBS Corp.,Consumer Discretionary,64.14,1.12,18.01,3.56,12.24,41.36,66.88,27.56,3.35,1.92,5.28,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CBS
CELG,Celgene Corp.,Health Care,115.54,,46.40,2.49,7.29,94.39,127.00,89.57,3.89,8.11,16.11,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CELG
CNC,Centene Corporation,Health Care,64.01,,23.58,2.71,33.42,47.36,75.57,10.94,1.56,0.33,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNC
CNP,CenterPoint Energy,Utilities,26.19,4.08,,-0.41,8.06,17.52,26.25,11.28,2.06,1.54,3.22,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CNP
CTL,CenturyLink Inc,Telecommunications Services,25.26,8.35,14.89,1.70,25.41,22.86,33.45,13.81,6.75,0.79,1.00,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTL
CERN,Cerner,Health Care,53.62,,28.36,1.89,12.60,47.01,67.50,18.20,1.29,3.95,4.27,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CERN
CF,CF Industries Holdings Inc,Materials,35.63,3.40,118.77,0.30,16.56,20.77,37.72,8.31,1.30,2.17,2.21,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CF
SCHW,Charles Schwab Corporation,Financials,39.17,0.78,29.90,1.31,10.03,21.51,42.61,51.93,0.00,7.34,4.12,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=SCHW
CHTR,Charter Communications,Consumer Discretionary,324.41,,29.81,10.88,148.81,156.13,341.50,87.81,7.42,4.17,2.20,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHTR
CHK,Chesapeake Energy,Energy,6.45,0.00,,-33.88,-5.52,1.50,8.20,4.94,0.481,0.57,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHK
CVX,Chevron Corp.,Energy,112.21,3.88,,-0.27,77.76,80.64,119.00,211.83,13.98,2.03,1.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVX
CMG,Chipotle Mexican Grill,Consumer Discretionary,423.30,,170.96,2.48,49.72,352.96,542.50,12.25,0.27756000000000003,3.15,8.45,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMG
CB,Chubb Limited,Financials,130.77,2.10,17.52,7.46,103.96,106.82,133.89,60.85,4.73,2.13,1.24,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CB
CHD,Church & Dwight,Consumer Staples,45.53,1.57,26.24,1.74,8.21,42.42,53.68,11.77,0.8338,3.37,5.51,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CHD
CI,CIGNA Corp.,Health Care,148.29,0.03,20.15,7.36,54.46,115.03,150.69,38.07,3.64,0.97,2.71,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CI
XEC,Cimarex Energy,Energy,132.62,0.24,,-11.82,24.57,75.01,146.96,12.59,0.53511,10.69,5.43,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=XEC
CINF,Cincinnati Financial,Financials,70.65,2.83,18.16,3.89,43.24,59.19,79.60,11.64,0.999,2.14,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CINF
CTAS,Cintas Corporation,Industrials,115.22,0.90,24.02,4.80,19.29,80.22,122.21,12.10,0.9832799999999999,2.38,5.95,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTAS
CSCO,Cisco Systems,Information Technology,31.18,3.39,14.92,2.09,12.62,22.46,31.95,156.52,14.99,3.13,2.42,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSCO
C,Citigroup Inc.,Financials,55.98,1.15,11.86,4.72,74.26,34.52,61.63,155.20,0.00,2.45,0.75,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=C
CFG,Citizens Financial Group,Financials,36.04,1.55,18.29,1.97,38.09,18.04,37.95,18.45,0.00,3.82,0.96,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CFG
CTXS,Citrix Systems,Information Technology,74.95,,21.98,3.41,16.49,60.91,95.90,11.86,1.06,3.30,4.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTXS
CME,CME Group Inc.,Financials,121.26,1.98,28.27,4.29,62.92,86.96,124.01,41.15,2.37,11.74,1.92,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CME
CMS,CMS Energy,Utilities,42.76,3.12,20.55,2.08,15.26,38.32,46.25,11.93,1.89,1.88,2.76,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMS
COH,Coach Inc.,Consumer Discretionary,36.99,3.61,21.51,1.72,9.73,32.95,43.71,10.37,0.8871,2.36,3.88,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COH
KO,Coca Cola Company,Consumer Staples,41.40,3.37,25.11,1.65,6.05,39.88,47.13,178.56,11.69,4.19,6.82,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=KO
CTSH,Cognizant Technology Solutions,Information Technology,51.68,,20.19,2.56,16.97,45.44,63.43,31.35,2.65,2.40,3.09,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CTSH
CL,Colgate-Palmolive,Consumer Staples,65.68,2.42,24.15,2.72,-0.27,63.43,75.38,58.30,4.43,3.78,,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CL
CMCSA,Comcast A Corp,Consumer Discretionary,75.09,0.84,21.06,3.57,22.38,54.70,76.87,180.97,26.42,2.27,3.38,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMCSA
CMA,Comerica Inc.,Financials,67.27,1.36,25.10,2.68,44.47,30.48,71.20,11.79,0.00,4.59,1.53,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMA
CAG,ConAgra Foods Inc.,Consumer Staples,39.24,2.05,27.67,1.42,10.22,29.76,39.97,17.08,1.83,1.51,3.81,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CAG
CXO,Concho Resources,Energy,140.05,,,-10.26,51.03,80.70,147.55,19.74,0.94375,13.14,2.74,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CXO
COP,ConocoPhillips,Energy,48.69,2.05,,-5.66,29.19,31.05,53.17,60.33,3.58,2.60,1.66,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COP
ED,Consolidated Edison,Utilities,74.47,3.71,18.35,4.06,46.78,68.44,81.88,22.69,3.59,1.85,1.57,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=ED
STZ,Constellation Brands,Consumer Staples,149.27,1.07,23.10,6.46,35.26,130.23,173.55,29.27,2.40,4.05,4.25,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=STZ
GLW,Corning Inc.,Information Technology,26.38,2.04,13.45,1.96,16.22,17.61,26.99,25.09,2.32,2.73,1.62,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=GLW
COST,Costco Co.,Consumer Staples,168.15,1.10,30.68,5.48,27.25,138.57,169.59,73.86,5.03,0.59,5.94,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COST
COTY,"Coty, Inc",Consumer Staples,19.33,2.60,222.18,0.09,0.75,17.94,31.60,14.43,0.748,3.27,25.39,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=COTY
CCI,Crown Castle International Corp.,Real Estate,87.77,4.33,92.39,0.95,21.46,79.38,102.82,30.91,2.11,7.78,4.04,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CCI
CSRA,CSRA Inc.,Information Technology,31.81,1.29,47.91,0.66,1.08,20.98,33.54,5.20,0.60337,1.07,29.32,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSRA
CSX,CSX Corp.,Industrials,46.31,1.55,25.77,1.80,12.44,22.28,49.13,43.38,4.44,4.08,3.78,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CSX
CMI,Cummins Inc.,Industrials,146.33,2.79,21.27,6.88,41.37,93.27,150.35,24.52,2.32,1.39,3.56,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CMI
CVS,CVS Health,Consumer Staples,74.80,2.54,16.03,4.67,33.72,69.30,106.67,79.77,12.84,0.48,2.31,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=CVS
DHI,D. R. Horton,Consumer Discretionary,29.88,1.34,12.00,2.49,18.70,22.97,34.56,11.16,1.52,0.88,1.59,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHI
DHR,Danaher Corp.,Industrials,83.70,0.60,23.41,3.58,33.53,62.82,84.74,57.90,5.43,2.54,2.49,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DHR
DRI,Darden Restaurants,Consumer Discretionary,71.63,3.06,20.98,3.41,14.93,55.77,79.43,8.89,0.9302,1.28,4.84,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DRI
DVA,DaVita Inc.,Health Care,64.78,,18.88,3.43,24.46,54.50,78.77,12.79,2.49,0.88,2.64,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DVA
DE,Deere & Co.,Industrials,107.43,2.24,22.33,4.81,20.71,74.91,108.47,34.04,3.81,1.28,5.17,http://www.sec.gov/cgi-bin/browse-edgar?action=getcompany&CIK=DE
